1:ItNr	2:Metric	3a:Time	3b:StepSize	4:||Gradient||	Time[ms]
61	37.252885	0.000000	0.083732	1.119940	87.7
62	36.354893	0.000000	0.083732	1.108184	88.2
63	36.398695	0.000000	0.083732	0.935096	89.3
64	36.576931	0.000000	0.083732	1.068337	110.6
65	36.885297	0.000000	0.083732	0.964949	227.2
66	36.518341	0.000000	0.083732	1.028791	139.1
67	36.378309	0.000000	0.083732	1.002021	91.6
68	36.480166	0.000000	0.083732	0.867754	85.7
69	36.091252	0.000000	0.083732	0.886900	86.2
70	36.700208	0.000000	0.083732	0.945339	91.5
71	35.812883	0.000000	0.083732	1.049761	218.9
72	35.797467	0.000000	0.083732	0.834518	238.0
73	36.211525	0.000000	0.083732	0.901483	103.8
74	36.268971	0.000000	0.083732	0.811121	104.4
75	36.584060	0.000000	0.083732	0.857087	99.0
76	36.574619	0.000000	0.083732	0.802061	87.9
77	35.552732	0.000000	0.083732	0.854318	89.3
78	35.857645	0.000000	0.083732	0.879512	86.7
79	35.454448	0.000000	0.083732	0.844585	85.3
80	35.528933	0.000000	0.083732	0.800762	87.6
81	36.013934	0.000000	0.083732	0.757816	85.9
82	36.196329	0.000000	0.083732	0.860274	84.9
83	36.450572	0.000000	0.083732	0.829719	84.8
84	36.301346	0.000000	0.083732	0.880828	91.5
85	35.191471	0.000000	0.083732	0.812225	84.1
86	35.977865	0.000000	0.083732	0.853012	88.3
87	36.349127	0.000000	0.083732	0.873822	138.0
88	35.491580	0.000000	0.083732	0.801570	160.0
89	35.752790	0.000000	0.083732	0.836968	93.5
90	35.227841	0.000000	0.083732	0.724964	88.0
91	35.657558	0.000000	0.083732	0.823764	84.4
92	35.865836	0.000000	0.083732	0.834120	85.3
93	35.407176	0.000000	0.083732	0.772422	83.9
94	35.458019	0.000000	0.083732	0.898308	101.5
95	35.400218	0.000000	0.083732	0.876466	97.9
96	35.611154	0.000000	0.083732	0.849110	112.3
97	35.145865	0.000000	0.083732	0.777259	114.1
98	35.486382	0.000000	0.083732	1.000682	112.3
99	35.454802	0.000000	0.083732	0.892465	87.7
100	35.312554	0.000000	0.083732	0.940458	90.5
101	35.684659	0.000000	0.083732	0.803059	98.5
102	35.287323	0.000000	0.083732	0.917396	99.2
103	35.819513	0.000000	0.083732	0.904818	99.2
104	35.400058	0.000000	0.083732	0.937115	99.3
105	35.138828	0.000000	0.083732	0.906745	85.1
106	35.134696	0.000000	0.083732	0.871186	84.3
107	35.536171	0.000000	0.083732	0.960366	87.0
108	34.705944	0.000000	0.083732	0.889822	95.9
109	35.224471	0.000000	0.083732	1.008994	102.5
110	35.029572	0.000000	0.083732	0.973379	97.4
111	35.357793	0.000000	0.083732	0.984664	96.7
112	35.191975	0.000000	0.083732	0.955783	92.7
113	35.359216	0.000000	0.083732	1.057593	86.7
114	35.016848	0.000000	0.083732	0.996236	84.5
115	35.019781	0.000000	0.083732	1.053454	85.2
116	34.926129	0.000000	0.083732	1.153480	89.1
117	35.039656	0.000000	0.083732	1.108909	97.1
118	35.171262	0.000000	0.083732	1.126292	98.9
119	34.500914	0.000000	0.083732	1.081008	144.3
120	33.884967	0.000000	0.083732	1.032923	105.7
121	33.783940	0.000000	0.083732	1.005710	110.5
122	34.425307	0.000000	0.083732	1.234499	103.9
123	35.015354	0.000000	0.083732	1.391146	98.6
124	33.995834	0.000000	0.083732	1.254513	86.4
125	33.848379	0.000000	0.083732	1.298768	85.3
126	33.909387	0.000000	0.083732	1.254965	83.4
127	33.955888	0.000000	0.083732	1.171088	83.2
128	33.827694	0.000000	0.083732	1.168266	86.8
129	34.375315	0.000000	0.083732	1.473653	86.3
130	33.324257	0.000000	0.083732	1.181451	90.9
131	33.533230	0.000000	0.083732	1.229129	86.6
132	33.976934	0.000000	0.083732	1.181025	92.3
133	33.516785	0.000000	0.083732	1.299305	89.4
134	33.765181	0.000000	0.083732	1.277901	83.2
135	33.009297	0.000000	0.083732	1.193796	83.4
136	32.933659	0.000000	0.083732	1.114713	82.4
137	32.767768	0.000000	0.083732	1.047582	82.8
138	33.041458	0.000000	0.083732	1.012258	84.6
139	32.838356	0.000000	0.083732	1.084885	82.4
140	32.846876	0.000000	0.083732	0.919859	89.1
141	32.871352	0.000000	0.083732	0.924837	83.3
142	32.169384	0.000000	0.083732	0.931067	84.4
143	32.417663	0.000000	0.083732	0.792488	82.5
144	32.432291	0.000000	0.083732	0.739201	83.8
145	32.734049	0.000000	0.083732	0.735881	86.0
146	32.270037	0.000000	0.083732	0.879289	83.3
147	32.233663	0.000000	0.083732	0.772579	83.6
148	32.548956	0.000000	0.083732	0.802213	82.7
149	32.427302	0.000000	0.083732	0.811397	81.7
150	32.706032	0.000000	0.083732	0.770654	82.1
151	32.431684	0.000000	0.083732	0.845303	85.3
152	32.052092	0.000000	0.083732	0.723306	85.3
153	32.027877	0.000000	0.083732	0.647969	87.1
154	32.417248	0.000000	0.083732	0.699875	85.5
155	32.891549	0.000000	0.083732	0.792984	99.3
156	32.454887	0.000000	0.083732	0.582412	100.0
157	32.389512	0.000000	0.083732	0.575181	98.7
158	32.246212	0.000000	0.083732	0.675298	101.3
159	32.280919	0.000000	0.083732	0.629392	101.3
160	32.001702	0.000000	0.083732	0.634374	86.3
161	32.633921	0.000000	0.083732	0.577668	89.2
162	32.245804	0.007607	0.083702	0.600784	101.4
163	32.467265	0.000000	0.083732	0.666000	92.1
164	31.915032	0.036921	0.083585	0.528905	96.5
165	32.390580	0.060481	0.083492	0.607356	84.3
166	32.506506	0.043741	0.083558	0.551562	84.1
167	32.595656	0.127390	0.083228	0.608940	88.2
168	32.015827	0.172049	0.083052	0.489162	103.3
169	32.184011	0.215015	0.082884	0.647387	87.6
170	32.224408	0.234084	0.082809	0.538847	83.3
171	32.048875	0.270314	0.082668	0.517898	83.3
172	32.431695	0.320421	0.082474	0.518580	83.3
173	32.377475	0.337114	0.082409	0.581119	82.9
174	32.091727	0.366471	0.082296	0.550523	88.4
175	32.015424	0.373427	0.082269	0.568723	97.2
176	32.580817	0.420945	0.082087	0.518652	98.0
177	31.818640	0.453899	0.081961	0.586202	98.4
178	32.450618	0.485952	0.081839	0.565415	98.3
179	31.886478	0.580099	0.081482	0.509530	97.8
180	32.345052	0.624276	0.081315	0.545117	105.8
181	31.555340	0.632987	0.081282	0.446150	97.4
182	32.378256	0.652238	0.081210	0.578723	96.8
183	32.326593	0.720317	0.080956	0.513839	95.7
184	32.114676	0.767673	0.080779	0.482003	86.1
185	31.875946	0.815021	0.080604	0.577306	83.3
186	32.856053	0.835808	0.080527	0.634870	86.0
187	32.174256	0.945368	0.080125	0.537927	88.2
188	32.526241	0.972969	0.080025	0.635170	97.6
189	32.395760	1.035596	0.079797	0.530026	99.7
190	32.296054	1.044634	0.079765	0.570940	104.4
191	32.647120	1.097241	0.079575	0.546510	98.2
192	32.564287	1.095931	0.079579	0.611034	98.4
193	32.244374	1.178522	0.079283	0.545880	89.6
194	31.871670	1.244818	0.079047	0.515419	84.0
195	31.956902	1.301967	0.078844	0.511110	85.7
196	32.230820	1.347044	0.078685	0.552924	84.1
197	32.346722	1.415921	0.078443	0.541371	85.4
198	31.847390	1.455755	0.078304	0.444178	83.7
199	31.864717	1.516135	0.078094	0.474816	83.5
200	32.000500	1.508841	0.078120	0.541059	84.9
201	32.653211	1.580625	0.077871	0.608691	83.6
202	32.185385	1.632142	0.077694	0.612552	82.2
203	32.262648	1.658735	0.077603	0.528258	84.4
204	32.329307	1.706505	0.077440	0.626834	86.3
205	32.188027	1.760741	0.077255	0.544801	97.2
206	32.352981	1.808775	0.077092	0.553877	98.3
207	32.329238	1.840568	0.076985	0.556526	103.3
208	32.047193	1.856753	0.076930	0.476823	93.2
209	32.056895	1.896886	0.076796	0.601045	94.6
210	31.540243	1.934001	0.076671	0.461448	98.0
211	32.370030	1.986183	0.076497	0.494060	97.7
212	32.063587	2.024882	0.076369	0.584309	97.3
213	32.497734	2.079222	0.076189	0.608743	94.5
214	32.393822	2.160953	0.075920	0.518438	133.1
215	32.062114	2.160395	0.075922	0.562256	104.4
216	32.596908	2.207077	0.075769	0.501604	100.5
217	32.257394	2.265656	0.075578	0.523149	108.6
218	32.216980	2.299043	0.075470	0.544350	93.0
219	32.259705	2.330201	0.075369	0.487387	84.2
220	32.528121	2.339046	0.075341	0.605383	85.5
221	32.322856	2.401986	0.075138	0.520970	86.7
222	32.502913	2.416997	0.075090	0.625119	103.3
223	33.186675	2.502811	0.074816	0.554120	87.3
224	32.176395	2.564157	0.074621	0.458653	84.0
225	32.319053	2.583996	0.074558	0.503819	85.5
226	32.074926	2.645922	0.074363	0.541082	129.3
227	32.157605	2.697660	0.074201	0.526036	158.0
228	32.245241	2.759614	0.074007	0.557272	165.3
229	32.329072	2.775391	0.073958	0.591807	86.0
230	32.235222	2.870991	0.073662	0.481301	86.4
231	32.137613	2.916615	0.073521	0.541910	86.6
232	32.595578	2.980758	0.073325	0.483029	86.0
233	31.992727	3.011981	0.073229	0.467985	90.6
234	31.874075	3.032657	0.073166	0.487311	123.0
235	32.369251	3.064089	0.073071	0.499666	150.1
236	32.325930	3.070300	0.073052	0.490440	89.5
237	32.113485	3.137305	0.072849	0.524504	86.7
238	32.460359	3.171970	0.072745	0.501148	85.1
239	31.976041	3.204077	0.072648	0.465247	85.3
240	32.616782	3.235857	0.072553	0.574207	83.7
241	32.161382	3.251475	0.072506	0.563495	84.7
242	31.994012	3.313709	0.072321	0.519365	92.3
243	32.252631	3.354490	0.072199	0.533569	124.0
244	32.361800	3.402631	0.072057	0.543544	129.8
245	32.233216	3.494261	0.071787	0.438994	86.1
246	31.713427	3.543409	0.071644	0.493483	157.3
247	32.470910	3.561306	0.071592	0.542763	171.1
248	32.240857	3.601350	0.071475	0.517115	88.8
249	32.011305	3.607030	0.071458	0.501655	93.2
250	32.326428	3.644435	0.071350	0.554390	91.8
251	32.457741	3.704516	0.071176	0.537214	91.0
252	32.186534	3.694365	0.071206	0.579823	104.7
253	32.496966	3.715406	0.071145	0.540673	86.9
254	32.845642	3.713445	0.071151	0.556399	86.4
255	32.537682	3.797430	0.070910	0.553556	88.0
256	32.001301	3.829213	0.070819	0.468220	87.0
257	32.169424	3.887891	0.070652	0.511846	147.1
258	32.058205	3.933612	0.070523	0.482738	230.8
259	32.134557	3.952028	0.070470	0.529521	128.9
260	32.369632	3.996689	0.070345	0.479758	94.0
261	32.437965	4.081357	0.070107	0.483226	85.4
262	31.992807	4.078046	0.070116	0.530551	94.1
263	32.007790	4.154116	0.069904	0.535525	88.0
264	32.048458	4.167421	0.069867	0.545143	85.1
265	32.023362	4.219743	0.069722	0.549721	86.4
266	31.971251	4.236484	0.069676	0.571103	98.6
267	31.951476	4.277263	0.069564	0.476867	83.4
268	32.589295	4.315607	0.069458	0.544747	83.1
269	32.721833	4.317651	0.069453	0.518244	85.5
270	31.930464	4.335398	0.069404	0.504035	169.7
271	32.523771	4.381796	0.069277	0.517967	194.9
272	32.232517	4.408878	0.069203	0.529774	125.1
273	32.630204	4.475128	0.069023	0.595772	87.5
274	32.602955	4.541287	0.068845	0.521446	87.9
275	31.950566	4.594585	0.068701	0.510974	82.7
276	32.328187	4.597843	0.068693	0.583959	83.6
277	32.554655	4.672797	0.068492	0.501099	82.0
278	32.483046	4.731792	0.068335	0.578918	83.1
279	32.143913	4.766819	0.068242	0.478822	82.4
280	32.433569	4.813651	0.068118	0.579237	84.0
281	32.277005	4.837912	0.068054	0.511003	91.0
282	32.006510	4.869512	0.067971	0.491776	90.3
283	32.767073	4.877813	0.067949	0.565072	89.9
284	32.398576	4.851651	0.068018	0.522698	86.7
285	32.365079	4.925645	0.067824	0.546361	99.5
286	31.752348	4.963890	0.067724	0.502535	100.7
287	32.679687	5.016833	0.067586	0.656838	82.3
288	32.227709	5.014903	0.067591	0.568678	84.2
289	32.108823	5.139561	0.067269	0.505085	83.2
290	32.617432	5.203274	0.067105	0.529765	83.3
291	31.942024	5.243995	0.067001	0.490330	88.9
292	32.593623	5.274678	0.066923	0.523353	122.7
293	32.304639	5.283548	0.066900	0.467381	85.5
294	32.537394	5.346285	0.066741	0.523445	89.2
295	32.141509	5.409624	0.066581	0.531806	94.8
296	32.095953	5.466338	0.066438	0.515996	95.7
297	32.604127	5.484474	0.066393	0.499412	93.9
298	32.542642	5.496848	0.066362	0.638004	92.8
299	32.531880	5.550070	0.066229	0.494608	83.4
300	32.054016	5.584456	0.066143	0.482513	83.1
301	32.069281	5.607444	0.066086	0.602978	83.2
302	31.698570	5.685986	0.065892	0.518906	82.4
303	32.355782	5.719245	0.065810	0.481757	83.8
304	32.292663	5.739278	0.065760	0.505710	81.9
305	32.411766	5.778468	0.065664	0.464140	82.2
306	32.178295	5.792906	0.065629	0.554526	81.3
307	31.881643	5.825891	0.065548	0.442794	87.4
308	32.696571	5.861319	0.065461	0.558379	84.6
309	32.037735	5.873436	0.065432	0.527387	83.3
310	31.633853	5.946780	0.065254	0.510214	84.3
311	32.144973	5.988981	0.065152	0.578092	82.3
312	32.163770	6.058092	0.064985	0.480090	82.6
313	32.182945	6.140111	0.064789	0.559635	83.4
314	32.074231	6.162202	0.064736	0.521445	107.5
315	32.444817	6.229126	0.064577	0.513589	99.2
316	31.944620	6.265114	0.064492	0.458242	101.6
317	32.116565	6.328750	0.064342	0.503229	100.9
318	32.334870	6.356359	0.064277	0.516362	98.2
319	32.175164	6.397684	0.064180	0.486162	85.3
320	31.609842	6.438193	0.064085	0.521455	84.9
321	32.391700	6.464841	0.064023	0.507114	103.0
322	32.310931	6.486455	0.063973	0.503756	101.0
323	32.081706	6.533172	0.063864	0.472104	86.7
324	32.356293	6.568370	0.063783	0.455754	85.2
325	32.765397	6.570301	0.063778	0.637248	96.0
326	31.948743	6.600076	0.063709	0.544401	96.2
327	32.021959	6.700820	0.063478	0.501485	88.0
328	32.298404	6.702577	0.063474	0.511357	87.5
329	32.178608	6.717749	0.063439	0.552295	89.1
330	31.860931	6.747748	0.063370	0.503659	83.9
331	31.942862	6.799229	0.063253	0.541470	85.0
332	32.348482	6.840781	0.063158	0.512175	95.5
333	31.977380	6.877732	0.063075	0.510891	83.9
334	32.293780	6.871153	0.063090	0.567081	83.9
335	32.651549	6.910843	0.063000	0.535516	83.8
336	32.498127	6.967922	0.062871	0.557245	84.6
337	32.432918	6.996691	0.062807	0.563952	91.7
338	32.243457	7.051810	0.062683	0.547079	83.7
339	32.681021	7.089334	0.062600	0.472866	83.8
340	32.596507	7.140485	0.062486	0.558774	85.4
341	32.023209	7.135395	0.062497	0.483521	90.2
342	32.046272	7.229499	0.062289	0.416004	103.2
343	32.332722	7.254510	0.062234	0.445959	96.7
344	32.296475	7.270585	0.062198	0.593754	97.6
345	32.172800	7.306165	0.062120	0.543520	95.5
346	31.582685	7.381835	0.061954	0.429816	102.5
347	32.353824	7.429248	0.061851	0.443474	97.2
348	32.500312	7.447888	0.061811	0.457030	84.2
349	32.509587	7.443591	0.061820	0.526858	85.3
350	31.572662	7.474036	0.061754	0.445333	83.0
351	31.771715	7.489694	0.061720	0.567123	82.9
352	32.285611	7.508935	0.061678	0.567501	84.4
353	32.533300	7.576227	0.061533	0.518277	83.2
354	31.815428	7.629989	0.061417	0.486998	98.9
355	32.541648	7.665242	0.061342	0.590039	94.2
356	32.223800	7.720957	0.061223	0.522798	86.5
357	32.655035	7.788088	0.061080	0.541250	98.5
358	32.129599	7.790112	0.061076	0.519924	84.0
359	32.293674	7.842486	0.060965	0.577506	84.0
360	32.527720	7.872663	0.060901	0.500374	83.5
361	31.928407	7.899146	0.060845	0.398515	82.8
362	31.996167	7.911785	0.060819	0.493819	82.4
363	31.931569	7.945719	0.060748	0.467779	82.9
364	31.978380	7.953723	0.060731	0.469105	83.8
365	32.477795	8.005521	0.060622	0.563699	82.0
366	32.638969	8.014338	0.060604	0.507435	82.4
367	32.305446	8.056043	0.060517	0.556447	86.0
368	31.959316	8.087288	0.060452	0.566099	81.9
369	31.752888	8.169963	0.060281	0.492052	81.4
370	31.755336	8.179104	0.060262	0.460683	82.5
371	32.669181	8.220113	0.060177	0.530808	82.1
372	32.750920	8.268245	0.060078	0.468695	82.2
373	32.717861	8.288569	0.060036	0.600721	86.1
374	32.223314	8.326221	0.059959	0.541495	84.3
375	32.109273	8.375259	0.059859	0.586392	86.8
376	32.088058	8.451193	0.059705	0.515041	83.1
377	32.227325	8.485340	0.059636	0.500619	82.3
378	32.711109	8.523429	0.059559	0.506675	82.5
379	32.138481	8.550227	0.059505	0.533888	82.4
380	32.224333	8.576714	0.059452	0.515238	85.3
381	32.037266	8.616937	0.059371	0.544200	81.2
382	31.783824	8.619579	0.059365	0.481901	82.9
383	32.124357	8.658033	0.059289	0.551951	83.4
384	32.440055	8.680435	0.059244	0.531639	82.3
385	32.075061	8.715952	0.059173	0.421439	82.6
386	32.466182	8.731056	0.059143	0.555680	83.5
387	32.159645	8.742215	0.059121	0.536695	87.1
388	32.642643	8.773254	0.059059	0.594520	85.3
389	32.841443	8.788689	0.059028	0.522747	83.5
390	31.897944	8.836973	0.058933	0.554503	83.0
391	31.940796	8.854295	0.058899	0.481296	83.5
392	32.363614	8.862338	0.058883	0.542932	83.0
393	32.061442	8.888533	0.058831	0.533849	82.7
394	32.864391	8.943292	0.058724	0.496910	82.7
395	32.186880	8.980688	0.058650	0.501529	81.7
396	31.905271	8.998798	0.058615	0.586907	84.0
397	32.159038	9.034331	0.058546	0.503101	82.5
398	32.452620	9.091193	0.058435	0.495136	83.0
399	32.136144	9.111841	0.058395	0.558908	87.5
400	32.395017	9.130088	0.058360	0.583353	82.4
401	32.557321	9.199243	0.058226	0.584040	82.7
402	32.032744	9.253983	0.058121	0.489213	84.5
403	32.450400	9.309963	0.058013	0.542146	82.3
404	32.069241	9.337813	0.057960	0.512832	83.2
405	31.845644	9.332776	0.057970	0.515015	83.0
406	32.028454	9.392425	0.057856	0.446911	83.4
407	32.301372	9.417774	0.057808	0.513099	84.4
408	32.263660	9.453229	0.057740	0.447723	82.8
409	32.480217	9.494609	0.057662	0.512305	83.0
410	32.324165	9.494927	0.057661	0.544029	82.4
411	32.776312	9.507156	0.057638	0.566783	87.4
412	31.775094	9.544700	0.057567	0.539309	83.4
413	31.975220	9.592008	0.057478	0.513521	83.1
414	32.187318	9.666775	0.057338	0.541726	84.0
415	32.277582	9.726678	0.057227	0.563020	80.7
416	31.668147	9.749938	0.057183	0.494292	82.6
417	31.665099	9.769689	0.057147	0.509335	80.4
418	32.346843	9.765291	0.057155	0.487177	83.4
419	32.096635	9.758714	0.057167	0.516227	82.4
420	32.405949	9.792516	0.057104	0.535044	81.7
421	32.097541	9.801216	0.057088	0.477638	84.1
422	32.333033	9.820668	0.057052	0.453206	84.5
423	32.234042	9.825576	0.057043	0.575865	84.8
424	32.573425	9.820042	0.057053	0.619193	84.5
425	32.126419	9.883437	0.056936	0.432833	81.7
426	32.624947	9.902790	0.056900	0.544318	81.3
427	32.708478	9.919340	0.056870	0.581727	82.6
428	32.157188	10.006347	0.056710	0.473937	100.8
429	32.267660	10.048374	0.056634	0.587941	97.6
430	31.978774	10.100366	0.056539	0.486640	83.1
431	32.343162	10.121955	0.056500	0.527955	83.6
432	32.635211	10.168192	0.056416	0.592495	84.4
433	32.412240	10.213579	0.056334	0.489331	123.7
434	32.110671	10.221643	0.056319	0.508982	125.1
435	32.672267	10.231570	0.056301	0.502587	112.7
436	32.507842	10.253032	0.056263	0.645968	118.9
437	32.073841	10.297096	0.056184	0.503066	168.1
438	32.199313	10.376872	0.056041	0.500159	160.5
439	32.474993	10.387805	0.056021	0.509924	150.4
440	32.116530	10.438643	0.055931	0.505550	135.4
441	32.519285	10.491556	0.055837	0.471330	156.3
442	32.137419	10.537130	0.055756	0.459906	128.2
443	32.593332	10.552172	0.055729	0.517783	179.6
444	32.656807	10.577018	0.055685	0.451770	171.4
445	32.039844	10.588759	0.055665	0.496321	130.0
446	32.194437	10.620418	0.055609	0.516219	137.6
447	31.625939	10.664966	0.055531	0.482138	103.8
448	32.548308	10.706676	0.055458	0.526816	160.6
449	31.794399	10.704804	0.055461	0.524305	189.3
450	32.589647	10.780680	0.055329	0.512002	201.2
451	32.213423	10.835469	0.055233	0.478189	163.1
452	32.287079	10.887481	0.055143	0.538713	117.4
453	32.026420	10.937064	0.055058	0.465774	189.5
454	32.358489	10.960457	0.055017	0.513732	198.6
455	32.723629	10.970839	0.055000	0.518228	185.6
456	31.478559	11.000258	0.054949	0.491415	148.8
457	31.967397	11.010430	0.054931	0.440160	82.8
458	32.131027	11.039156	0.054882	0.537465	82.1
459	32.302565	11.059033	0.054848	0.519383	115.0
460	32.020168	11.067224	0.054834	0.519225	174.0
461	32.044523	11.105529	0.054769	0.405584	153.1
462	31.999073	11.106499	0.054767	0.451849	174.9
463	31.942368	11.131195	0.054725	0.437397	142.9
464	31.773462	11.140004	0.054710	0.486160	132.8
465	32.150583	11.144290	0.054703	0.513307	131.6
466	32.602389	11.182286	0.054638	0.552148	279.0
467	32.555431	11.216892	0.054579	0.520404	178.8
468	32.070958	11.256209	0.054513	0.430027	104.9
469	32.504428	11.301255	0.054437	0.506376	85.1
470	32.213515	11.316551	0.054411	0.487497	118.1
471	32.876949	11.354568	0.054347	0.558184	166.3
472	32.146531	11.376624	0.054310	0.513083	85.1
473	32.408801	11.439080	0.054206	0.533419	83.9
474	32.272063	11.461494	0.054168	0.532217	84.4
475	32.058788	11.520190	0.054070	0.504932	85.0
476	32.391066	11.539412	0.054038	0.584576	88.0
477	32.136694	11.558007	0.054008	0.588667	86.4
478	32.313494	11.660691	0.053838	0.487918	84.6
479	32.221611	11.679372	0.053807	0.499590	84.3
480	31.720115	11.670285	0.053822	0.437743	109.9
481	32.553298	11.683580	0.053800	0.528514	172.6
482	32.435861	11.700737	0.053772	0.581518	147.9
483	32.750146	11.705066	0.053765	0.515872	95.2
484	32.295368	11.748746	0.053693	0.498967	84.9
485	31.896621	11.811249	0.053591	0.462187	84.3
486	31.900709	11.801938	0.053606	0.577695	86.2
487	31.885477	11.830383	0.053560	0.496836	84.8
488	32.067791	11.843495	0.053538	0.496471	84.8
489	32.252185	11.869724	0.053495	0.567687	83.8
490	32.324094	11.914663	0.053422	0.506836	84.0
491	32.504554	11.988335	0.053303	0.469496	83.2
492	31.798140	12.019320	0.053253	0.458186	86.6
493	32.391687	12.077429	0.053160	0.603036	138.2
494	32.128484	12.123240	0.053086	0.536713	117.6
495	32.201457	12.192394	0.052975	0.493626	115.7
496	32.227833	12.214646	0.052940	0.515618	133.4
497	31.978657	12.224269	0.052925	0.517389	116.0
498	31.932664	12.262565	0.052864	0.482900	128.9
499	32.186284	12.256747	0.052873	0.498716	159.7
500	32.075731	12.278275	0.052839	0.479462	146.9
501	32.136319	12.305967	0.052795	0.498532	119.2
502	32.130918	12.303660	0.052798	0.547224	110.0
503	32.468277	12.336874	0.052746	0.576453	131.8
504	31.839140	12.375088	0.052685	0.459826	145.5
505	31.836431	12.387798	0.052665	0.465325	105.2
506	32.301190	12.395405	0.052653	0.577424	95.4
507	32.079302	12.446871	0.052572	0.552503	84.6
508	32.415350	12.484540	0.052513	0.539161	84.5
509	32.432471	12.568458	0.052382	0.472172	101.0
510	32.251505	12.559666	0.052396	0.536755	129.8
511	32.145508	12.563953	0.052389	0.516423	105.1
512	32.305968	12.600635	0.052332	0.536074	88.0
513	31.503589	12.598886	0.052334	0.494159	134.3
514	32.896298	12.610497	0.052316	0.644091	122.3
515	32.070915	12.716603	0.052152	0.563968	85.4
516	32.092938	12.789243	0.052040	0.512097	84.3
517	32.167007	12.830090	0.051977	0.508221	85.3
518	32.069825	12.865571	0.051922	0.470131	93.6
519	32.493194	12.927406	0.051828	0.560471	148.2
520	32.443035	12.972846	0.051758	0.529191	122.1
521	32.218124	13.005347	0.051709	0.598040	85.3
522	32.119323	13.051080	0.051640	0.559193	129.7
523	32.740640	13.111208	0.051548	0.499112	151.1
524	31.830170	13.145529	0.051497	0.562598	127.1
525	31.937442	13.157593	0.051478	0.459226	86.7
526	31.878190	13.151539	0.051488	0.482202	85.7
527	32.030383	13.158168	0.051478	0.504104	85.3
528	32.143123	13.195262	0.051422	0.501576	179.6
529	32.602804	13.194459	0.051423	0.513086	157.5
530	32.275583	13.215733	0.051391	0.572095	140.7
531	32.329337	13.226066	0.051375	0.527002	140.0
532	32.296618	13.310128	0.051250	0.494314	87.3
533	32.078260	13.321859	0.051232	0.531054	133.3
534	32.430058	13.359928	0.051175	0.657846	149.6
