1:ItNr	2:Metric	3a:Time	3b:StepSize	4:||Gradient||	Time[ms]
331	30.022344	29.104777	0.203829	0.143993	137.1
332	29.726620	29.116896	0.203780	0.135822	89.5
333	29.372234	29.171407	0.203558	0.134167	84.7
334	29.469597	29.324869	0.202937	0.114669	86.2
335	29.738454	29.306175	0.203013	0.111921	86.3
336	29.766396	29.278590	0.203124	0.117463	85.3
337	29.523312	29.265767	0.203176	0.135857	91.0
338	29.512766	29.266299	0.203174	0.113707	87.0
339	30.157423	29.363299	0.202783	0.126692	86.1
340	29.905200	29.392380	0.202666	0.117479	86.8
341	29.468750	29.423386	0.202541	0.107305	86.6
342	29.685187	29.458191	0.202401	0.113779	87.1
343	29.792748	29.444028	0.202458	0.129306	86.2
344	29.740318	29.504526	0.202216	0.099582	85.3
345	29.414303	29.526620	0.202127	0.103758	85.3
346	30.028607	29.584016	0.201898	0.125623	85.5
347	29.631455	29.586166	0.201889	0.107347	86.6
348	29.740517	29.650297	0.201634	0.112682	85.4
349	29.588513	29.735942	0.201293	0.108138	89.7
350	29.646893	29.954520	0.200430	0.120721	86.3
351	29.743152	29.974326	0.200352	0.136353	85.3
352	29.661693	30.048851	0.200059	0.116017	85.6
353	29.962425	30.288295	0.199125	0.121358	85.0
354	29.809583	30.270398	0.199195	0.133798	86.6
355	29.530434	30.464312	0.198444	0.120357	85.4
356	29.443624	30.509296	0.198271	0.114175	85.4
357	29.313561	30.493036	0.198334	0.113507	85.2
358	29.623893	30.504711	0.198289	0.120658	86.3
359	29.873937	30.496238	0.198321	0.130473	86.2
360	29.626813	30.577789	0.198008	0.131340	85.2
361	29.958140	30.585542	0.197978	0.122551	90.1
362	30.027728	30.632202	0.197799	0.120984	86.3
363	29.835419	30.609411	0.197886	0.136472	86.5
364	29.972696	30.589792	0.197962	0.120436	85.9
365	29.194837	30.613886	0.197869	0.122768	85.2
366	29.600014	30.606744	0.197897	0.142370	86.8
367	29.747257	30.629230	0.197810	0.129886	84.6
368	29.651191	30.729491	0.197427	0.119684	85.0
369	29.801209	30.779897	0.197235	0.121090	87.1
370	29.628841	30.777245	0.197245	0.137547	84.9
371	29.550108	30.874541	0.196875	0.127326	85.7
372	29.588148	31.430681	0.194787	0.103032	87.5
373	29.474063	31.470565	0.194639	0.111198	90.0
374	29.849186	31.473270	0.194629	0.123889	88.8
375	29.811726	31.483453	0.194591	0.114988	86.0
376	29.791349	31.492798	0.194556	0.110491	85.2
377	29.571590	31.621175	0.194082	0.125208	85.8
378	29.770291	31.656346	0.193952	0.148853	85.8
379	29.855125	32.185732	0.192021	0.128386	87.2
380	29.688272	32.325067	0.191520	0.131330	88.0
381	30.134766	32.305762	0.191589	0.114262	85.5
382	29.868625	32.321486	0.191533	0.129134	86.4
383	29.632259	32.410594	0.191213	0.124186	85.6
384	29.907605	32.491978	0.190922	0.125477	89.0
385	29.893455	32.454315	0.191057	0.108085	86.3
386	29.574603	32.488384	0.190935	0.122714	103.9
387	29.475488	32.560635	0.190677	0.157088	88.5
388	30.125002	32.544471	0.190735	0.131168	88.5
389	30.226734	32.650047	0.190360	0.125785	88.6
390	29.703635	32.662137	0.190317	0.125774	85.4
391	29.963252	32.669655	0.190290	0.122923	87.8
392	30.214474	32.766366	0.189948	0.104992	86.8
393	29.883866	32.739129	0.190044	0.125261	86.7
394	29.886790	32.728568	0.190081	0.132884	85.7
395	30.104510	32.761160	0.189966	0.123981	89.4
396	29.874277	32.859143	0.189621	0.122654	88.0
397	29.611531	32.906007	0.189456	0.097915	88.5
398	29.982424	32.930766	0.189369	0.129410	86.8
399	29.845545	32.923396	0.189395	0.120460	84.5
400	29.656206	32.992963	0.189151	0.111697	88.2
401	29.950861	32.971594	0.189225	0.129057	85.8
402	30.011797	32.947006	0.189312	0.139692	84.6
403	29.656294	33.056503	0.188928	0.127075	86.1
404	29.770064	33.092091	0.188804	0.115500	86.4
405	30.069278	33.108145	0.188748	0.122923	85.5
406	29.888401	33.180055	0.188497	0.138933	86.0
407	29.697016	33.294638	0.188100	0.095010	89.7
408	29.894574	33.300667	0.188079	0.140527	87.1
409	29.588657	33.361528	0.187868	0.109717	86.3
410	29.984838	33.395953	0.187749	0.126581	88.1
411	29.821127	33.469606	0.187495	0.132439	86.4
412	29.898314	33.446888	0.187574	0.120784	84.8
413	29.902039	33.484962	0.187443	0.109758	85.3
414	29.669396	33.497825	0.187398	0.130825	85.1
415	29.795076	33.547320	0.187228	0.125422	86.4
416	29.447381	33.592721	0.187073	0.133188	85.6
417	29.634796	33.567614	0.187159	0.119263	89.6
418	29.743888	34.117030	0.185293	0.125066	87.6
419	29.831563	34.144334	0.185201	0.134303	86.2
420	30.059400	34.204051	0.185001	0.152163	85.1
421	29.924920	34.770827	0.183121	0.127612	89.1
422	29.702168	35.153275	0.181874	0.117311	84.8
423	30.291744	35.181788	0.181781	0.139493	85.0
424	29.785245	35.175444	0.181802	0.133857	85.0
425	29.916535	35.171445	0.181815	0.111101	84.7
426	29.638564	35.176212	0.181799	0.108868	85.4
427	29.445050	35.150936	0.181881	0.100499	87.0
428	29.723415	35.134000	0.181936	0.131133	85.0
429	29.637885	35.116714	0.181992	0.136228	85.3
430	30.224167	35.329381	0.181305	0.177391	89.9
431	29.779586	35.392855	0.181101	0.148188	87.1
432	30.070053	35.573638	0.180522	0.131446	86.1
433	29.824193	35.958554	0.179302	0.110850	85.6
434	30.046687	35.922521	0.179416	0.129050	85.6
435	29.923729	35.982775	0.179226	0.111243	84.6
436	29.613281	36.157465	0.178678	0.138151	86.4
437	29.910287	36.169449	0.178641	0.132930	85.8
438	29.820958	36.186800	0.178587	0.108897	85.8
439	30.206152	36.178840	0.178611	0.116600	86.3
440	29.741829	36.219400	0.178485	0.123478	85.9
441	29.413353	36.389660	0.177955	0.107520	84.9
442	29.747105	36.519366	0.177554	0.118533	88.6
443	29.709685	36.534546	0.177507	0.125900	85.6
444	29.790165	36.632754	0.177205	0.113471	85.7
445	29.632942	36.623583	0.177233	0.106298	85.7
446	29.806573	36.613055	0.177265	0.133529	88.8
447	29.743913	36.740560	0.176874	0.126085	87.2
448	29.747588	36.707923	0.176974	0.128217	86.1
449	29.592005	37.000351	0.176082	0.127245	88.5
450	29.849450	37.114046	0.175737	0.132288	86.4
451	29.589048	37.617088	0.174229	0.115270	85.1
452	30.281105	37.595773	0.174292	0.130329	85.5
453	30.147356	37.581189	0.174336	0.124251	89.0
454	30.178030	37.555049	0.174414	0.130260	88.8
455	30.166332	37.576551	0.174350	0.120632	86.8
456	29.491348	37.632779	0.174182	0.109569	86.0
457	29.784033	37.633026	0.174182	0.121238	88.8
458	29.511648	37.641550	0.174156	0.120585	87.3
459	29.844612	37.816347	0.173639	0.122228	85.9
460	29.905889	37.794913	0.173702	0.107518	84.8
461	29.350637	37.779671	0.173747	0.098501	85.5
462	29.738770	37.826745	0.173608	0.122886	85.3
463	29.358115	37.863056	0.173501	0.112723	84.7
464	29.972157	37.869034	0.173483	0.138089	91.3
465	29.892503	37.930281	0.173303	0.100790	86.6
466	29.667264	38.004002	0.173087	0.114058	88.1
467	29.896383	37.992782	0.173119	0.127231	84.6
468	29.417808	38.046977	0.172961	0.126497	87.1
469	30.108407	38.016598	0.173050	0.139027	85.7
470	29.546325	38.005898	0.173081	0.128783	86.2
471	30.287885	38.059107	0.172925	0.124044	85.5
472	29.936867	38.152343	0.172652	0.124636	85.4
473	30.014090	38.166139	0.172612	0.121894	84.9
474	29.756858	38.309180	0.172196	0.108182	86.2
475	29.902587	38.456520	0.171769	0.127098	88.3
476	29.702378	38.452932	0.171780	0.105615	88.8
477	29.855073	38.466196	0.171741	0.109699	87.0
478	29.465175	38.508208	0.171620	0.103046	85.4
479	29.849919	38.544625	0.171515	0.114576	85.9
480	29.898734	38.562103	0.171465	0.137006	84.7
481	30.024017	38.654759	0.171198	0.116866	85.2
482	29.664801	38.639183	0.171243	0.118004	85.4
483	29.466068	38.676833	0.171135	0.116657	86.3
484	29.700802	38.697776	0.171075	0.125573	85.6
485	29.604171	38.738877	0.170957	0.131771	85.5
486	30.094401	39.152994	0.169780	0.117084	85.6
487	29.780223	39.130446	0.169844	0.123191	89.0
488	30.007622	39.502735	0.168799	0.112408	87.7
489	29.742455	39.673694	0.168323	0.136472	89.7
490	29.794387	39.793273	0.167992	0.137002	86.3
491	29.815090	39.841453	0.167859	0.119525	85.0
492	30.003546	40.200255	0.166875	0.116743	84.4
493	29.939075	40.473309	0.166134	0.134323	86.1
494	29.732844	40.438547	0.166228	0.128545	85.8
495	29.902768	40.467376	0.166150	0.109285	85.9
496	29.338311	40.619726	0.165739	0.087035	84.7
497	29.412658	40.612053	0.165760	0.116748	85.7
498	29.545595	40.618873	0.165741	0.117549	86.9
499	29.528099	40.670512	0.165603	0.139090	88.5
500	29.999206	40.708437	0.165501	0.100664	85.6
501	29.600398	40.712156	0.165491	0.132493	86.3
502	30.149892	40.863999	0.165085	0.127304	86.8
503	29.872529	40.865544	0.165081	0.121546	84.5
504	29.878732	40.837307	0.165156	0.119138	85.2
505	29.575409	40.805927	0.165240	0.118753	84.7
506	29.580426	40.820891	0.165200	0.140310	85.1
507	29.859855	40.873127	0.165060	0.116633	88.5
508	29.771552	40.857788	0.165101	0.112113	87.6
509	29.697690	40.871121	0.165066	0.123407	88.0
510	29.951626	40.864638	0.165083	0.130964	86.9
511	29.354623	40.944918	0.164869	0.103631	90.1
512	29.508411	40.948037	0.164861	0.111748	87.9
513	30.043215	40.959098	0.164831	0.130295	86.7
514	29.614572	41.132964	0.164370	0.124153	86.5
515	29.577264	41.217171	0.164148	0.118209	87.6
516	29.936714	41.195754	0.164204	0.109026	88.6
517	29.554963	41.194292	0.164208	0.114730	85.7
518	29.318255	41.181783	0.164241	0.112728	87.3
519	29.869830	41.253614	0.164051	0.151076	85.4
520	29.972910	41.761830	0.162723	0.125778	87.8
521	29.810593	42.042591	0.161998	0.126970	87.0
522	30.092074	42.249026	0.161470	0.137151	86.4
523	29.361067	42.227885	0.161524	0.110137	90.5
524	29.382262	42.218861	0.161547	0.119871	87.2
525	29.341802	42.279921	0.161391	0.118319	88.3
526	29.869276	42.277478	0.161397	0.127339	88.2
527	29.625546	42.329417	0.161265	0.104403	85.6
528	29.935165	42.362187	0.161181	0.128141	84.9
529	29.591197	42.443937	0.160974	0.134528	85.7
530	30.094055	42.419887	0.161035	0.135680	87.4
531	29.859157	42.392432	0.161104	0.133090	86.4
532	29.704386	42.477471	0.160889	0.135329	88.0
533	29.947838	43.071280	0.159397	0.135518	90.2
534	29.772503	43.099289	0.159328	0.118532	86.0
535	29.695290	43.310309	0.158805	0.106844	85.8
536	29.707252	43.312802	0.158799	0.105506	89.6
537	30.150213	43.297670	0.158836	0.127388	87.6
538	29.862786	43.365650	0.158668	0.117893	87.1
539	29.875305	43.352151	0.158702	0.118739	87.8
540	29.979129	43.368987	0.158660	0.123390	98.9
541	29.726115	43.386290	0.158618	0.123207	86.7
542	29.570140	43.866862	0.157442	0.123947	86.3
543	29.492944	43.887428	0.157393	0.106500	87.4
544	30.009667	43.898764	0.157365	0.135948	87.2
545	29.762129	43.888771	0.157389	0.128930	90.6
546	29.291630	43.897652	0.157368	0.126730	88.3
547	29.553325	44.140450	0.156781	0.113047	86.5
548	30.032814	44.263328	0.156486	0.153530	87.5
549	29.915065	44.282820	0.156439	0.119598	87.0
550	29.479663	44.995079	0.154751	0.100490	87.2
551	29.897865	45.012764	0.154709	0.121884	88.0
552	29.620752	45.055781	0.154609	0.103224	86.3
553	29.538363	45.054879	0.154611	0.125871	85.8
554	29.745075	45.087102	0.154535	0.104726	85.9
555	29.879326	45.110473	0.154481	0.130886	86.1
556	29.728956	45.122908	0.154452	0.132065	89.6
557	30.163195	45.596427	0.153354	0.122027	88.0
558	30.061974	45.603134	0.153338	0.143430	87.8
559	29.610924	45.584871	0.153380	0.119482	86.4
560	29.818160	45.723146	0.153062	0.116680	87.6
561	29.801042	45.990795	0.152451	0.114788	86.0
562	29.741729	45.995452	0.152440	0.122988	85.9
563	29.806031	46.031266	0.152359	0.157640	85.6
564	29.433928	46.608316	0.151058	0.135803	86.0
565	29.700591	46.619104	0.151034	0.116502	87.4
566	29.944708	46.670685	0.150919	0.128934	86.6
567	29.403620	46.941976	0.150316	0.112175	87.3
568	29.690258	47.011560	0.150163	0.109562	90.2
569	29.851634	46.974651	0.150244	0.128358	91.9
570	29.957224	46.952299	0.150294	0.145379	86.3
571	29.673619	46.946949	0.150305	0.109628	85.5
572	29.664350	46.945686	0.150308	0.131890	85.6
573	29.764710	46.985159	0.150221	0.122603	88.1
574	29.598223	46.949809	0.150299	0.119074	89.4
575	29.785021	47.078354	0.150015	0.119650	89.6
576	29.944605	47.047507	0.150083	0.116696	85.4
577	29.422076	47.070919	0.150032	0.116851	84.4
578	29.998829	47.091133	0.149987	0.132977	85.3
579	29.965952	47.075622	0.150021	0.122348	85.8
580	29.555568	47.110497	0.149945	0.121265	91.3
581	29.604867	47.100840	0.149966	0.127665	86.8
582	29.836564	47.057836	0.150061	0.138511	84.4
583	30.391959	47.093896	0.149981	0.139289	86.2
584	29.830543	47.112776	0.149940	0.118300	86.6
585	29.525491	47.094916	0.149979	0.117928	86.3
586	29.938287	47.089465	0.149991	0.138690	85.8
587	29.821090	47.092363	0.149984	0.136779	85.2
588	29.682238	47.396294	0.149318	0.110582	85.4
589	30.116061	47.590536	0.148895	0.119629	86.4
590	29.519726	47.665237	0.148733	0.113240	86.3
591	29.547126	47.758836	0.148531	0.106353	89.7
592	29.782274	47.742885	0.148565	0.136970	85.9
593	29.780357	47.707543	0.148642	0.114885	86.0
594	29.881003	47.699250	0.148660	0.135632	86.4
595	29.911728	48.009965	0.147990	0.114625	85.8
596	29.700855	47.968688	0.148079	0.121099	84.7
597	29.996950	47.958676	0.148100	0.108815	87.3
598	29.683972	47.934693	0.148152	0.104829	85.4
599	29.795856	47.910301	0.148204	0.122040	85.0
600	29.598597	47.901629	0.148223	0.125289	85.4
601	29.463509	48.064250	0.147874	0.120442	85.6
602	29.592655	48.041669	0.147922	0.113639	88.5
603	29.934142	48.085161	0.147829	0.105192	89.9
604	29.674376	48.115503	0.147764	0.114807	86.3
605	30.076046	48.181515	0.147623	0.116912	86.8
606	29.323705	48.160540	0.147668	0.129697	84.8
607	29.516080	48.351593	0.147261	0.121932	86.0
608	30.250745	48.413964	0.147129	0.125413	85.4
609	29.718277	48.474276	0.147001	0.123124	85.0
610	29.868308	48.717643	0.146488	0.131317	86.2
611	30.098418	48.764862	0.146389	0.121605	84.9
612	29.516503	48.753883	0.146412	0.112825	86.9
613	29.795193	48.917902	0.146068	0.129540	85.6
614	29.542171	49.018379	0.145859	0.135874	88.4
615	29.647819	49.092859	0.145704	0.118777	85.9
616	29.444060	49.067115	0.145757	0.109956	86.6
617	29.691560	49.051851	0.145789	0.109922	85.5
618	29.986625	49.013096	0.145870	0.130083	86.7
619	29.745376	49.022355	0.145851	0.110851	84.2
620	29.854608	49.331181	0.145210	0.119721	97.6
621	29.531090	49.317648	0.145238	0.133924	84.9
622	29.358183	49.372294	0.145125	0.115336	84.6
623	29.891891	49.336545	0.145199	0.109171	85.7
624	29.675059	49.363763	0.145143	0.112667	88.6
625	29.829642	49.365866	0.145139	0.126951	90.3
626	29.925559	49.529593	0.144802	0.136363	86.2
627	30.195150	49.533117	0.144794	0.129022	85.9
628	29.414677	49.893413	0.144058	0.122106	86.3
629	29.426616	50.089233	0.143662	0.115827	86.7
630	29.508335	50.230707	0.143376	0.121353	87.4
631	29.888449	50.201130	0.143436	0.115051	86.5
632	29.736461	50.214250	0.143409	0.118845	87.4
633	29.696843	50.278069	0.143281	0.122767	85.0
634	29.550478	50.355466	0.143126	0.126364	84.2
635	29.648092	50.337192	0.143162	0.111593	86.9
636	29.689776	50.339909	0.143157	0.111386	88.3
637	29.385776	50.494967	0.142846	0.096878	89.4
638	29.583905	50.547294	0.142742	0.102905	86.7
639	30.171138	50.528840	0.142779	0.118403	86.4
640	29.731211	50.663024	0.142511	0.117250	84.7
641	29.715925	50.969070	0.141905	0.129452	86.5
642	29.647936	51.038599	0.141768	0.118446	85.0
643	29.774881	51.056812	0.141733	0.111058	86.1
644	29.808099	51.174037	0.141502	0.113073	84.8
645	29.867601	51.161600	0.141527	0.108319	85.9
646	29.935074	51.205824	0.141440	0.124235	85.3
647	29.841026	51.288500	0.141278	0.124171	87.1
648	29.506863	51.278526	0.141298	0.123198	84.9
649	29.644287	51.253030	0.141348	0.113900	90.9
650	29.737260	51.269774	0.141315	0.107227	86.0
651	30.109959	51.262497	0.141329	0.116769	85.7
652	29.687817	51.269093	0.141316	0.120625	98.9
653	29.446089	51.369390	0.141120	0.136977	86.5
654	30.264725	51.343878	0.141170	0.123472	85.9
655	29.520675	51.406238	0.141049	0.105670	86.4
656	29.857104	51.401358	0.141058	0.121734	85.1
657	29.232290	51.419367	0.141023	0.123064	85.5
658	29.749339	51.413574	0.141034	0.107134	84.3
659	29.494813	51.411568	0.141038	0.103757	84.6
660	29.937377	51.391938	0.141076	0.118519	91.9
661	29.319916	51.402319	0.141056	0.116533	89.5
662	29.900482	51.441276	0.140980	0.127012	86.1
663	29.664154	51.431801	0.140999	0.130701	85.9
664	29.936896	51.410535	0.141040	0.117640	85.7
665	29.611910	51.388546	0.141083	0.139926	85.3
666	29.742368	51.743697	0.140394	0.128078	86.3
667	29.836471	51.717005	0.140446	0.137856	86.5
668	29.840067	51.727063	0.140426	0.115953	92.7
669	29.712199	51.943797	0.140009	0.111758	86.3
670	29.404433	51.917986	0.140059	0.121919	86.4
671	29.835708	52.039124	0.139826	0.105627	89.2
672	29.800770	52.065862	0.139775	0.112314	87.9
673	29.804508	52.093803	0.139722	0.117273	86.0
674	29.593080	52.067004	0.139773	0.141491	85.7
675	29.749310	52.114056	0.139683	0.119832	85.5
676	29.745871	52.099112	0.139712	0.118373	87.8
677	29.415671	52.302395	0.139324	0.106860	87.4
678	29.507643	52.400411	0.139138	0.135740	84.1
679	29.749673	52.436129	0.139070	0.105367	85.9
680	29.792777	52.743912	0.138490	0.131929	86.0
681	29.942023	52.734762	0.138507	0.144550	85.1
682	29.988758	53.452228	0.137173	0.134734	87.7
683	29.945811	53.510072	0.137066	0.124407	88.1
684	30.018600	53.504488	0.137076	0.116453	86.9
685	30.003133	53.497733	0.137089	0.128022	85.8
686	29.420405	53.527805	0.137033	0.113880	85.1
687	29.375525	53.554295	0.136985	0.107979	88.0
688	29.843272	53.636417	0.136834	0.144133	85.3
689	29.710943	53.606423	0.136889	0.141688	86.9
690	30.082253	53.807483	0.136521	0.125039	85.6
691	29.562237	53.804473	0.136527	0.108897	86.7
692	30.024025	53.920861	0.136314	0.106208	86.6
693	30.084563	53.915108	0.136325	0.104174	86.1
694	29.376502	53.922465	0.136312	0.106714	86.7
695	30.069571	53.915464	0.136324	0.131941	91.1
696	29.736631	53.882827	0.136384	0.124925	89.5
697	29.744572	54.032465	0.136112	0.112535	85.6
698	29.573537	54.024914	0.136125	0.125902	85.9
699	29.654836	54.279797	0.135665	0.133533	87.3
700	29.800848	54.318824	0.135594	0.101662	89.3
701	29.709861	54.357262	0.135525	0.126522	85.6
702	29.988556	54.462250	0.135337	0.126649	84.7
703	29.612622	54.420786	0.135411	0.120862	85.3
704	30.255551	54.538548	0.135200	0.129594	85.9
705	29.733451	54.602531	0.135085	0.104047	85.3
706	29.655056	54.632510	0.135032	0.101957	89.0
707	29.633764	54.606077	0.135079	0.126746	86.4
708	29.403917	54.708704	0.134896	0.115227	85.2
709	29.627051	54.784176	0.134762	0.104340	85.8
710	29.481520	54.762832	0.134800	0.115061	84.8
711	29.840318	54.750769	0.134821	0.129236	86.4
712	29.744475	54.715040	0.134885	0.112019	85.9
713	29.622270	54.713381	0.134888	0.150322	85.3
714	29.883587	54.764021	0.134797	0.135949	85.5
715	29.735112	54.725226	0.134867	0.124944	87.1
716	29.677888	54.700919	0.134910	0.127787	84.7
717	29.577015	55.052855	0.134286	0.115432	89.4
718	30.205634	55.039721	0.134309	0.137340	91.3
719	30.077245	55.050892	0.134289	0.123704	86.9
720	29.985798	55.068207	0.134258	0.134984	85.5
721	29.547765	55.107361	0.134189	0.129624	85.5
722	29.651609	55.236358	0.133962	0.123918	86.7
723	29.393480	55.222877	0.133986	0.097147	85.9
724	29.960042	55.275066	0.133894	0.110132	86.4
725	29.607706	55.352483	0.133759	0.121624	86.5
726	29.056251	55.374042	0.133721	0.125354	84.5
727	29.792124	55.445073	0.133597	0.126828	84.7
728	29.764677	55.572912	0.133374	0.113183	87.7
729	29.593478	55.605628	0.133317	0.132446	89.0
730	29.666844	55.792697	0.132992	0.118096	86.0
731	29.839564	55.858496	0.132878	0.115722	86.3
732	29.685162	55.834518	0.132919	0.126710	85.9
733	30.081857	56.050305	0.132547	0.127442	85.5
734	29.990362	56.060519	0.132530	0.127409	86.3
735	29.828384	56.131590	0.132407	0.115888	85.5
736	29.703499	56.143969	0.132386	0.110426	86.5
737	29.419370	56.146861	0.132381	0.120047	85.6
738	29.686708	56.239145	0.132223	0.124153	85.1
739	29.690371	56.243985	0.132215	0.125264	85.1
740	29.550559	56.256791	0.132193	0.108690	89.9
741	29.534673	56.232470	0.132235	0.128143	88.4
742	29.525997	56.263194	0.132182	0.104939	87.4
743	29.782974	56.284486	0.132146	0.135813	87.3
744	29.953319	56.289958	0.132136	0.115693	86.5
745	29.467772	56.295790	0.132126	0.123832	84.5
746	29.780731	56.294260	0.132129	0.105888	86.2
747	29.899291	56.256940	0.132193	0.144348	87.1
748	29.830161	56.219730	0.132256	0.133416	86.2
749	29.868070	56.174836	0.132333	0.133272	83.9
750	29.935182	56.376661	0.131988	0.127181	84.5
751	29.862572	56.363261	0.132011	0.108137	84.7
752	29.590458	56.404744	0.131940	0.121040	84.9
753	29.814017	56.392510	0.131961	0.135706	88.9
754	29.810682	56.515386	0.131752	0.117299	86.5
755	29.855354	56.530543	0.131726	0.123307	86.9
756	29.798183	56.512129	0.131757	0.112134	85.2
757	29.700400	56.567041	0.131664	0.138038	85.5
758	29.789974	56.572100	0.131656	0.116239	86.0
759	29.808085	56.968460	0.130986	0.125034	85.7
760	29.647650	57.235489	0.130539	0.114075	85.2
761	29.550503	57.220000	0.130565	0.129435	85.5
762	29.748601	57.293995	0.130442	0.125209	85.3
763	29.688217	57.276104	0.130471	0.115462	86.5
764	30.139543	57.326103	0.130388	0.134538	89.5
765	29.921296	57.347281	0.130353	0.125546	87.2
766	29.785223	57.321095	0.130397	0.112300	85.5
767	30.011272	57.517497	0.130070	0.131061	87.1
768	29.921182	57.502217	0.130096	0.109826	85.4
769	29.633804	57.531922	0.130046	0.109572	88.5
770	29.871982	57.523536	0.130060	0.104570	85.7
771	29.699327	57.692748	0.129781	0.134313	86.2
772	29.929252	57.843465	0.129533	0.122967	85.2
773	29.808473	58.168301	0.129001	0.134188	85.2
774	29.893313	58.204416	0.128942	0.114472	85.0
775	29.959729	58.207891	0.128937	0.106826	85.7
776	29.748721	58.396723	0.128630	0.115906	87.7
777	29.823101	58.368153	0.128676	0.104013	87.9
778	29.752153	58.342248	0.128718	0.120527	87.3
779	29.827970	58.317621	0.128758	0.137537	86.6
780	30.023051	58.454659	0.128536	0.125612	85.4
781	30.107269	58.687213	0.128161	0.117594	85.3
782	29.946622	58.814001	0.127957	0.128657	86.9
783	29.627808	58.795698	0.127987	0.122070	85.8
784	29.553833	58.805612	0.127971	0.108279	86.2
785	30.093536	58.794951	0.127988	0.121533	87.3
786	29.936849	58.814036	0.127957	0.143345	86.5
787	30.160173	58.784247	0.128005	0.127526	90.1
788	29.990857	58.869083	0.127869	0.111472	87.9
789	30.326998	58.879922	0.127852	0.119119	87.5
790	29.647346	58.867922	0.127871	0.125948	86.2
791	29.488769	58.985166	0.127684	0.123974	93.2
792	29.370757	59.194560	0.127350	0.107645	89.6
793	29.574865	59.218893	0.127312	0.120913	87.2
794	29.817708	59.267356	0.127235	0.130561	86.3
795	29.735751	59.265181	0.127238	0.119381	86.2
796	29.781162	59.300618	0.127182	0.124935	87.0
797	29.970467	59.321603	0.127149	0.126366	85.8
798	29.654396	59.317553	0.127155	0.127744	89.3
799	29.720181	59.345877	0.127110	0.118255	90.3
800	29.851743	59.494688	0.126875	0.108918	86.0
801	29.661970	59.579800	0.126741	0.094874	86.0
802	30.075993	59.576199	0.126747	0.134860	86.1
803	29.640520	59.612011	0.126691	0.126234	87.0
804	29.940588	59.960392	0.126146	0.126288	85.3
805	29.814587	59.942509	0.126173	0.121943	92.0
806	29.944497	60.170579	0.125819	0.110371	90.0
807	29.840153	60.231908	0.125724	0.130076	93.9
808	29.721414	60.661263	0.125063	0.106397	91.1
809	30.121272	60.726578	0.124963	0.134643	86.1
810	29.606935	60.766536	0.124902	0.108112	90.8
811	29.347395	60.806219	0.124841	0.130233	87.4
812	29.925129	60.814342	0.124829	0.132885	85.1
